
::v ...wtf(01)
::
::
::
::
::v ...wtf(01)
::
::v ...wtf(01)
::
::v ...wtf(01)
::
::v ...wtf(01)
::
::v ...wtf(01)
::
::v ...wtf(01)
::
::v ...wtf(01)
::
::v ...wtf(01)
:: ...wtf(01)
::v ...wtf(01)
::
>
>v 2.56 Dec  4 2014, <2A22B6BF>
>? ... SWR reset, clock=120000kHz
>
>
>
>xa 0
::+D 10
::15424,57680,65056,15648
15472,57920,65328,15712
15472,57824,64976,15680
15616,58400,65520,15824
15632,58656,65520,15808
15408,57904,64976,15616
15568,58416,65520,15760
15648,58816,65520,15920
15504,58208,65232,15680
15472,58032,65072,15664
15584,58464,65520,15792
15648,58864,65520,15840
15360,58080,64976,15552
15456,58224,65008,15648
15600,58768,65520,15808
15792,58832,65520,15856
15520,58480,65344,15696
15408,58192,65008,15632
15568,58672,65520,15712
15664,59120,65520,15776
15552,58736,65504,15728
15440,58288,65008,15648
15584,58800,65520,15808
15600,59184,65520,15840
15504,58736,65520,15728
15440,58416,65056,15632
15584,58944,65520,15728
15664,59296,65520,15776
15632,59152,65520,15792
15424,58480,65072,15616
15568,59120,65504,15728
15632,59376,65520,15840
15520,58832,65312,15664
15504,58704,65232,15696
15616,59280,65520,15840
15584,59312,65520,15760
15424,58672,65008,15584
15536,59120,65456,15744
15664,59552,65520,15856
15584,59264,65520,15744
15424,58720,65072,15600
15520,59184,65520,15712
15664,59648,65520,15840
15632,59600,65520,15808
15472,59008,65184,15632
15456,58928,65136,15680
15600,59600,65520,15824
15488,59552,65520,15776
15440,58976,65056,15600
15584,59504,65520,15808
15680,59872,65520,15856
15504,59360,65392,15664
15424,59088,65136,15632
15584,59664,65504,15728
15664,59984,65520,15824
15520,59424,65520,15760
15456,59168,65136,15648
15600,59696,65520,15808
15648,60032,65520,15792
15504,59552,65520,15744
15424,59248,65072,15600
15584,59680,65360,15696
15664,60096,65520,15808
15696,60144,65520,15840
15424,59392,65200,15632
15472,59488,65296,15680
15600,60112,65520,15792
15632,60208,65520,15728
15504,59552,65264,15648
15472,59520,65184,15680
15632,60096,65520,15824
15648,60304,65520,15808
15360,59632,65248,15632
15488,59760,65344,15696
15584,60144,65520,15776
15664,60448,65520,15840
15456,59616,65200,15600
15424,59680,65248,15648
15584,60304,65520,15808
15648,60496,65520,15808
15472,59856,65328,15648
15504,59872,65328,15696
15648,60464,65520,15808
15632,60496,65520,15776
15328,59888,65280,15616
15456,59920,65200,15616
15616,60560,65520,15808
15600,60560,65520,15776
15456,59856,65232,15648
15600,60512,65520,15760
15664,60784,65520,15840
15440,59984,65360,15632
15488,60368,65328,15696
15680,60816,65520,15856
15568,60560,65520,15744
15440,60016,65168,15552
15536,60544,65520,15760
15664,60912,65520,15824
15520,60400,65440,15680
15488,60192,65312,15680
15680,60816,65520,15824
15632,60960,65520,15952
15376,60240,65216,15600
15472,60336,65328,15728
15616,61136,65520,15856
15568,60704,65520,15712
15440,60192,65184,15536
15456,60448,65392,15664
15632,61072,65520,15824
15600,61040,65520,15776
15456,60336,65200,15648
15536,60752,65520,15760
15648,61216,65520,15840
15520,61008,65520,15728
15424,60464,65200,15616
15584,60896,65456,15696
15680,61344,65520,15872
15632,60848,65520,15696
15424,60560,65264,15616
15568,61088,65520,15600
15664,61424,65520,15808
15520,60848,65520,15776
15440,60512,65264,15648
15488,61168,65520,15728
15664,61488,65520,15664
15568,61232,65520,15728
15456,60720,65248,15632
15568,61104,65520,15776
15680,61616,65520,15872
15552,61088,65520,15680
15424,60832,65328,15600
15600,61488,65520,15808
15648,61584,65520,15824
15472,60912,65408,15664
15456,60848,65296,15664
15648,61664,65520,15840
15552,61424,65520,15728
15488,61088,65440,15648
15472,60976,65360,15680
15616,61552,65520,15824
15680,61808,65520,15776
15472,61152,65456,15632
15456,61088,65408,15648
15600,61680,65520,15792
15648,61936,65520,15840
15504,61216,65392,15664
15504,61264,65520,15712
15680,61872,65520,15824
15552,61712,65520,15808
15440,61168,65280,15616
15584,61680,65520,15744
15680,62048,65520,15808
15616,61904,65520,15792
15440,61232,65344,15520
15552,61744,65520,15744
15616,62112,65520,15808
15504,61520,65392,15680
15552,61424,65472,15584
15632,62096,65520,15856
15568,61936,65520,15744
15440,61360,65296,15616
15568,61888,65520,15776
15664,62256,65520,15840
15456,61472,65392,15632
15488,61600,65520,15696
15584,62064,65520,15808
15648,62352,65520,15760
15440,61504,65328,15648
15536,61760,65520,15760
15648,62192,65520,15840
15584,62176,65520,15760
15424,61584,65344,15616
15456,61856,65520,15744
15616,62352,65520,15824
15664,62592,65520,15840
15488,61936,65520,15712
15472,61648,65424,15680
15616,62304,65520,15808
15632,62544,65520,15760
15472,61872,65520,15680
15504,62032,65520,15712
15632,62480,65520,15808
15632,62496,65520,15840
15376,61776,65520,15680
15504,62128,65472,15632
15584,62736,65520,15808
15504,62272,65520,15792
15440,61840,65328,15760
15584,62288,65520,15728
15664,62784,65520,15856
15456,62144,65520,15648
15472,62000,65392,15648
15648,62736,65520,15824
15584,62592,65520,15760
15440,61936,65392,15632
15584,62560,65520,15792
15616,62896,65520,15840
15504,62384,65520,15664
15520,62304,65520,15712
15664,62928,65520,15856
15632,62800,65520,15808
15424,62064,65376,15616
15568,62688,65520,15792
15632,62928,65520,15792
15440,62192,65360,15632
15536,62480,65520,15744
15600,63056,65520,15856
15488,62464,65520,15664
15424,62320,65520,15664
15632,63056,65520,15840
15568,62768,65520,15728
15472,62256,65392,15680
15584,62896,65520,15760
15600,63040,65520,15840
15424,62432,65392,15536
15568,62880,65520,15728
15680,63216,65520,15888
15328,62384,65520,15712
15456,62576,65440,15632
15584,63040,65520,15808
15616,63152,65520,15792
15344,62416,65344,15648
15584,62896,65520,15792
15680,63344,65520,15856
15296,62800,65520,15664
15440,62608,65520,15664
15616,63216,65520,15760
15648,63440,65520,15856
15472,62640,65456,15632
15456,62592,65392,15600
15600,63280,65520,15824
15664,63472,65520,15824
15424,62736,65520,15632
15504,62928,65520,15712
15680,63536,65520,15856
15488,62768,65520,15664
15536,62960,65520,15744
15648,63616,65520,15840
15456,62896,65520,15648
15536,63008,65520,15744
15680,63632,65520,15872
15488,62896,65520,15648
15456,62880,65520,15680
15632,63584,65520,15792
15552,63296,65520,15840
15472,62800,65440,15648
15568,63328,65520,15744
15616,63632,65520,15840
15440,62896,65424,15664
15520,63280,65520,15744
15584,63568,65520,15840
15456,62928,65520,15632
15520,63216,65520,15744
15664,63856,65520,15840
15472,63088,65520,15648
15552,63264,65520,15744
15680,63856,65520,15888
15488,63184,65520,15616
15472,63088,65520,15680
15664,63888,65520,15856
15536,63440,65520,15696
15472,63008,65456,15648
15536,63408,65520,15680
