
>v 2.56 Dec  4 2014, <D193B8E8>
>x
::
::
::+D 100
::15472,15264,15264,15312
15440,15296,15248,15296
15616,15472,15472,15472
15648,15472,15408,15472
15616,15472,15488,15488
15488,15248,15280,15312
15504,15312,15376,15392
15568,15392,15472,15328
15536,15344,15440,15440
15552,15392,15408,15376
15648,15472,15440,15472
15344,15264,15248,15280
15632,15424,15424,15440
15424,15264,15296,15312
15632,15424,15520,15520
15440,15264,15280,15280
15648,15472,15472,15488
15456,15216,15248,15296
15568,15344,15360,15440
15664,15488,15472,15504
15632,15456,15408,15456
15584,15376,15376,15408
15456,15280,15264,15328
15648,15488,15488,15488
15456,15232,15280,15296
15664,15472,15504,15504
15584,15376,15248,15392
15456,15296,15312,15376
15552,15392,15328,15424
15456,15232,15232,15312
15392,15264,15296,15328
15408,15232,15216,15280
15600,15408,15392,15456
15648,15424,15504,15488
15616,15424,15456,15472
15632,15472,15456,15392
15600,15360,15472,15504
15520,15344,15344,15344
15504,15328,15312,15344
15440,15216,15264,15328
15392,15264,15264,15328
15472,15328,15312,15328
15648,15488,15488,15488
15472,15264,15264,15312
15536,15328,15376,15392
15504,15424,15456,15424
15456,15280,15296,15344
15568,15376,15392,15440
15616,15440,15472,15520
15568,15456,15504,15488
15536,15392,15392,15344
15440,15280,15328,15328
15456,15312,15280,15296
15472,15280,15344,15344
15488,15280,15248,15280
15408,15296,15264,15264
15616,15408,15456,15408
15584,15424,15424,15408
15504,15392,15392,15424
15440,15216,15232,15280
15504,15248,15312,15328
15408,15248,15264,15296
15504,15344,15344,15344
15504,15328,15376,15360
15792,15472,15472,15504
15648,15456,15472,15456
15648,15472,15456,15488
15600,15472,15488,15488
15472,15376,15280,15328
15472,15216,15232,15312
15456,15216,15264,15280
15472,15120,15264,15312
15456,15232,15216,15312
15680,15456,15456,15520
15632,15456,15456,15472
15600,15392,15424,15392
15456,15264,15328,15328
15680,15456,15488,15536
15616,15440,15488,15408
15632,15472,15424,15408
15424,15248,15280,15280
15440,15264,15264,15248
15632,15424,15360,15456
15424,15248,15280,15264
15504,15264,15248,15296
15440,15296,15248,15264
15616,15392,15536,15520
15440,15232,15264,15232
15568,15344,15360,15392
15504,15328,15344,15296
15376,15248,15264,15264
15616,15440,15424,15472
15632,15520,15472,15472
15648,15456,15472,15504
15584,15408,15392,15456
15536,15392,15328,15344
15456,15264,15280,15312
15600,15408,15408,15440
15488,15328,15312,15360
15456,15248,15232,15312
15440,15264,15264,15312
15744,15440,15488,15488
15456,15264,15232,15296
15456,15328,15344,15328
15616,15408,15392,15456
15648,15472,15472,15504
15520,15456,15344,15376
15472,15216,15264,15328
15440,15264,15248,15248
15472,15296,15264,15312
15584,15424,15408,15488
15664,15456,15504,15504
15456,15296,15264,15312
15632,15424,15472,15520
15584,15392,15408,15408
15648,15328,15216,15360
15600,15472,15456,15488
15616,15376,15376,15456
15456,15232,15232,15312
15520,15312,15376,15440
15680,15472,15440,15504
15584,15344,15392,15440
15568,15344,15408,15456
15552,15456,15504,15520
15392,15216,15264,15264
15456,15280,15280,15344
15472,15296,15344,15456
15600,15296,15392,15440
15536,15344,15376,15424
15680,15472,15488,15472
15312,15232,15232,15296
15648,15440,15472,15488
15456,15232,15280,15328
15440,15248,15264,15280
15456,15264,15248,15264
15488,15264,15392,15392
15520,15360,15376,15344
15568,15408,15488,15456
15632,15456,15472,15488
15632,15472,15504,15504
15504,15328,15312,15344
15488,15280,15232,15296
15552,15328,15344,15408
15616,15440,15456,15504
15632,15472,15488,15488
15584,15408,15424,15408
15456,15360,15392,15456
15648,15456,15504,15504
15504,15376,15424,15392
15488,15264,15296,15440
15456,15248,15232,15312
15456,15232,15248,15312
15584,15408,15456,15472
15520,15376,15344,15376
15568,15392,15360,15408
15600,15440,15456,15440
15632,15472,15488,15488
15376,15264,15264,15264
15584,15392,15424,15472
15552,15376,15376,15344
15568,15312,15424,15472
