
>v 1.13 Nov  4 2015, <2286D855>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>?t
0,0,12
450,0,12
450,0,218
550,0,218
550,0,84
700,0,84
700,0,218
850,0,218
850,0,68
950,0,68
950,0,218
1000,0,218
1000,0,12
4980,0,12
4980,0,12
4990,0,12
4995,0,12
>
>
