
>v 1.04 Nov 12 2014, <EBBA1CD8>
>
>
>
>p 100,      s 2
>p 400,500
>t
0,0,12
200,0,12
200,0,195
210,0,195
210,0,198
220,0,198
220,0,201
230,0,201
230,0,203
240,0,203
240,0,206
250,0,206
250,0,208
260,0,208
260,0,211
270,0,211
270,0,214
280,0,214
280,0,216
290,0,216
290,0,220
300,0,220
300,0,222
310,0,222
310,0,224
320,0,224
320,0,227
330,0,227
330,0,229
340,0,229
340,0,233
350,0,233
350,0,235
360,0,235
360,0,237
370,0,237
370,0,241
380,0,241
380,0,243
390,0,243
390,0,246
400,0,246
400,0,248
410,0,248
410,0,250
420,0,250
420,0,254
430,0,254
430,0,256
440,0,256
440,0,259
450,0,259
450,0,263
460,0,263
460,0,265
470,0,265
470,0,267
480,0,267
480,0,268
490,0,268
490,0,270
500,0,270
500,0,442
550,0,442
550,0,12
600,0,12
600,0,442
650,0,442
650,0,12
700,0,12
700,0,442
750,0,442
750,0,12
800,0,12
800,0,442
850,0,442
850,0,12
900,0,12
900,0,442
950,0,442
950,0,12
1000,0,12
1000,0,442
1050,0,442
1050,0,12
1100,0,12
1100,0,442
1150,0,442
1150,0,12
1980,0,12
1980,0,12
2080,0,12
2080,0,10
2090,0,10
2095,0,10
>
>p 100,400
>t
0,0,12
200,0,12
200,0,104
210,0,104
210,0,106
220,0,106
220,0,107
230,0,107
230,0,108
240,0,108
240,0,109
250,0,109
250,0,110
260,0,110
260,0,112
270,0,112
270,0,113
280,0,113
280,0,115
290,0,115
290,0,116
300,0,116
300,0,117
310,0,117
310,0,119
320,0,119
320,0,120
330,0,120
330,0,121
340,0,121
340,0,123
350,0,123
350,0,124
360,0,124
360,0,125
370,0,125
370,0,127
380,0,127
380,0,128
390,0,128
390,0,129
400,0,129
400,0,131
410,0,131
410,0,132
420,0,132
420,0,133
430,0,133
430,0,135
440,0,135
440,0,136
450,0,136
450,0,138
460,0,138
460,0,139
470,0,139
470,0,140
480,0,140
480,0,141
490,0,141
490,0,142
500,0,142
500,0,228
550,0,228
550,0,12
600,0,12
600,0,228
650,0,228
650,0,12
700,0,12
700,0,228
750,0,228
750,0,12
800,0,12
800,0,228
850,0,228
850,0,12
900,0,12
900,0,228
950,0,228
950,0,12
1000,0,12
1000,0,228
1050,0,228
1050,0,12
1100,0,12
1100,0,228
1150,0,228
1150,0,12
1980,0,12
1980,0,12
2080,0,12
2080,0,10
2090,0,10
2095,0,10
>
>p 500,400
>t
0,0,12
200,0,12
200,0,170
210,0,170
210,0,172
220,0,172
220,0,174
230,0,174
230,0,177
240,0,177
240,0,179
250,0,179
250,0,181
260,0,181
260,0,184
270,0,184
270,0,186
280,0,186
280,0,188
290,0,188
290,0,191
300,0,191
300,0,193
310,0,193
310,0,195
320,0,195
320,0,197
330,0,197
330,0,199
340,0,199
340,0,202
350,0,202
350,0,204
360,0,204
360,0,206
370,0,206
370,0,209
380,0,209
380,0,211
390,0,211
390,0,213
400,0,213
400,0,215
410,0,215
410,0,217
420,0,217
420,0,220
430,0,220
430,0,222
440,0,222
440,0,224
450,0,224
450,0,228
460,0,228
460,0,230
470,0,230
470,0,231
480,0,231
480,0,233
490,0,233
490,0,234
500,0,234
500,0,382
550,0,382
550,0,12
600,0,12
600,0,382
650,0,382
650,0,12
700,0,12
700,0,382
750,0,382
750,0,12
800,0,12
800,0,382
850,0,382
850,0,12
900,0,12
900,0,382
950,0,382
950,0,12
1000,0,12
1000,0,382
1050,0,382
1050,0,12
1100,0,12
1100,0,382
1150,0,382
1150,0,12
1980,0,12
1980,0,12
2080,0,12
2080,0,10
2090,0,10
2095,0,10
>
>p 100,400
>p 1000,400
>t
0,0,12
200,0,12
200,0,211
210,0,211
210,0,214
220,0,214
220,0,217
230,0,217
230,0,219
240,0,219
240,0,222
250,0,222
250,0,225
260,0,225
260,0,228
270,0,228
270,0,231
280,0,231
280,0,234
290,0,234
290,0,237
300,0,237
300,0,240
310,0,240
310,0,242
320,0,242
320,0,245
330,0,245
330,0,248
340,0,248
340,0,251
350,0,251
350,0,254
360,0,254
360,0,257
370,0,257
370,0,260
380,0,260
380,0,263
390,0,263
390,0,265
400,0,265
400,0,268
410,0,268
410,0,271
420,0,271
420,0,274
430,0,274
430,0,277
440,0,277
440,0,279
450,0,279
450,0,285
460,0,285
460,0,286
470,0,286
470,0,288
480,0,288
480,0,290
490,0,290
490,0,292
500,0,292
500,0,479
550,0,479
550,0,12
600,0,12
600,0,479
650,0,479
650,0,12
700,0,12
700,0,479
750,0,479
750,0,12
800,0,12
800,0,479
850,0,479
850,0,12
900,0,12
900,0,479
950,0,479
950,0,12
1000,0,12
1000,0,479
1050,0,479
1050,0,12
1100,0,12
1100,0,479
1150,0,479
1150,0,12
1980,0,12
1980,0,12
2080,0,12
2080,0,10
2090,0,10
2095,0,10
>
>
