
>
>
>
>
>p 50,500
>b 5
>t
0,12,12
100,12,12
100,132,132
110,132,132
110,186,186
120,186,186
120,207,207
130,207,207
130,213,213
140,213,213
140,211,211
150,211,211
150,206,206
160,206,206
160,199,199
170,199,199
170,193,193
180,193,193
180,187,187
190,187,187
190,182,182
200,182,182
200,178,178
210,178,178
210,173,173
220,173,173
220,171,171
230,171,171
230,169,169
240,169,169
240,166,166
250,166,166
250,164,164
260,164,164
260,163,163
270,163,163
270,161,161
280,161,161
280,160,160
290,160,160
290,159,159
300,159,159
300,158,158
310,158,158
310,158,158
320,158,158
320,157,157
330,157,157
330,156,156
340,156,156
340,156,156
350,156,156
350,426,426
400,426,426
400,12,12
470,12,12
470,426,426
520,426,426
520,12,12
590,12,12
590,426,426
640,426,426
640,12,12
710,12,12
710,426,426
760,426,426
760,12,12
830,12,12
830,426,426
880,426,426
880,12,12
950,12,12
950,12,12
1310,12,12
1310,10,10
1320,10,10
1325,10,10
>
>
>t
0,12,12
100,12,12
100,132,132
110,132,132
110,186,186
120,186,186
120,207,207
130,207,207
130,213,213
140,213,213
140,211,211
150,211,211
150,206,206
160,206,206
160,199,199
170,199,199
170,193,193
180,193,193
180,187,187
190,187,187
190,182,182
200,182,182
200,178,178
210,178,178
210,173,173
220,173,173
220,171,171
230,171,171
230,169,169
240,169,169
240,166,166
250,166,166
250,164,164
260,164,164
260,163,163
270,163,163
270,161,161
280,161,161
280,160,160
290,160,160
290,159,159
300,159,159
300,158,158
310,158,158
310,158,158
320,158,158
320,157,157
330,157,157
330,156,156
340,156,156
340,156,156
350,156,156
350,426,426
400,426,426
400,12,12
470,12,12
470,426,426
520,426,426
520,12,12
590,12,12
590,426,426
640,426,426
640,12,12
710,12,12
710,426,426
760,426,426
760,12,12
830,12,12
830,426,426
880,426,426
880,12,12
950,12,12
950,12,12
1310,12,12
1310,10,10
1320,10,10
1325,10,10
>
>q>q(shape) w,U,td,to,tref ...
250,250,36,70,105
250,250,36,100,175
250,230,36,50,50
>p q 250,200,36,50,50
>t
0,12,12
100,12,12
100,132,132
110,132,132
110,186,186
120,186,186
120,207,207
130,207,207
130,213,213
140,213,213
140,211,211
150,211,211
150,206,206
160,206,206
160,199,199
170,199,199
170,193,193
180,193,193
180,187,187
190,187,187
190,182,182
200,182,182
200,178,178
210,178,178
210,173,173
220,173,173
220,171,171
230,171,171
230,169,169
240,169,169
240,166,166
250,166,166
250,164,164
260,164,164
260,163,163
270,163,163
270,161,161
280,161,161
280,160,160
290,160,160
290,159,159
300,159,159
300,158,158
310,158,158
310,158,158
320,158,158
320,157,157
330,157,157
330,156,156
340,156,156
340,156,156
350,156,156
350,426,426
400,426,426
400,12,12
470,12,12
470,426,426
520,426,426
520,12,12
590,12,12
590,426,426
640,426,426
640,12,12
710,12,12
710,426,426
760,426,426
760,12,12
830,12,12
830,426,426
