
>
>
>
>
>
>
>t
0,12,12
100,12,12
100,354,354
400,354,354
400,12,12
500,12,12
500,12,12
1100,12,12
1100,10,10
1110,10,10
1115,10,10
>
>p>p(ulse)  T,PW          ... 300us,399
>p 175,400,3
>t
0,12,12
100,12,12
100,198,198
110,198,198
110,282,282
120,282,282
120,315,315
130,315,315
130,323,323
140,323,323
140,320,320
150,320,320
150,311,311
160,311,311
160,301,301
170,301,301
170,292,292
180,292,292
180,282,282
190,282,282
190,274,274
200,274,274
200,267,267
210,267,267
210,261,261
220,261,261
220,256,256
230,256,256
230,253,253
240,253,253
240,249,249
250,249,249
250,246,246
260,246,246
260,244,244
270,244,244
270,242,242
280,242,242
280,241,241
290,241,241
290,239,239
300,239,239
300,237,237
310,237,237
310,236,236
320,236,236
320,236,236
330,236,236
330,235,235
340,235,235
340,235,235
350,235,235
350,12,12
1100,12,12
1100,10,10
1110,10,10
1115,10,10
>
>p 175,500,3
>t
0,12,12
100,12,12
100,223,223
110,223,223
110,316,316
120,316,316
120,353,353
130,353,353
130,363,363
140,363,363
140,358,358
150,358,358
150,349,349
160,349,349
160,337,337
170,337,337
170,326,326
180,326,326
180,316,316
190,316,316
190,307,307
200,307,307
200,300,300
210,300,300
210,292,292
220,292,292
220,287,287
230,287,287
230,283,283
240,283,283
240,280,280
250,280,280
250,276,276
260,276,276
260,273,273
270,273,273
270,271,271
280,271,271
280,268,268
290,268,268
290,267,267
300,267,267
300,266,266
310,266,266
310,265,265
320,265,265
320,264,264
330,264,264
330,262,262
340,262,262
340,262,262
350,262,262
350,289,289
450,289,289
450,12,12
480,12,12
480,12,12
1340,12,12
1340,10,10
1350,10,10
1355,10,10
>
>t
0,12,12
100,12,12
100,223,223
110,223,223
110,316,316
120,316,316
120,353,353
130,353,353
130,363,363
140,363,363
140,358,358
150,358,358
150,349,349
160,349,349
160,337,337
170,337,337
170,326,326
180,326,326
180,316,316
190,316,316
190,307,307
200,307,307
200,300,300
210,300,300
210,292,292
220,292,292
220,287,287
230,287,287
230,283,283
240,283,283
240,280,280
250,280,280
250,276,276
260,276,276
260,273,273
270,273,273
270,271,271
280,271,271
280,268,268
290,268,268
290,267,267
300,267,267
300,266,266
310,266,266
310,265,265
320,265,265
320,264,264
330,264,264
330,262,262
340,262,262
340,262,262
350,262,262
350,289,289
450,289,289
450,12,12
480,12,12
480,12,12
1340,12,12
1340,10,10
1350,10,10
1355,10,10
>
>t
0,12,12
100,12,12
100,223,223
110,223,223
110,316,316
120,316,316
120,353,353
130,353,353
130,363,363
140,363,363
140,358,358
150,358,358
150,349,349
160,349,349
160,337,337
170,337,337
170,326,326
180,326,326
180,316,316
190,316,316
190,307,307
200,307,307
200,300,300
210,300,300
210,292,292
220,292,292
220,287,287
230,287,287
230,283,283
240,283,283
240,280,280
250,280,280
250,276,276
260,276,276
260,273,273
270,273,273
270,271,271
280,271,271
280,268,268
290,268,268
290,267,267
300,267,267
300,266,266
310,266,266
310,265,265
320,265,265
320,264,264
330,264,264
330,262,262
340,262,262
340,262,262
350,262,262
350,289,289
450,289,289
450,12,12
480,12,12
480,12,12
1340,12,12
1340,10,10
1350,10,10
1355,10,10
>
>
