
>
>t
0,12,12
100,12,12
100,117,117
110,117,117
110,162,162
120,162,162
120,180,180
130,180,180
130,186,186
140,186,186
140,185,185
150,185,185
150,181,181
160,181,181
160,175,175
170,175,175
170,169,169
180,169,169
180,163,163
190,163,163
190,159,159
200,159,159
200,155,155
210,155,155
210,152,152
220,152,152
220,150,150
230,150,150
230,147,147
240,147,147
240,145,145
250,145,145
250,144,144
260,144,144
260,142,142
270,142,142
270,141,141
280,141,141
280,140,140
290,140,140
290,140,140
300,140,140
300,140,140
310,140,140
310,139,139
320,139,139
320,139,139
330,139,139
330,138,138
340,138,138
340,137,137
350,137,137
350,431,431
400,431,431
400,12,12
470,12,12
470,431,431
520,431,431
520,12,12
590,12,12
590,431,431
640,431,431
640,12,12
710,12,12
710,431,431
760,431,431
760,12,12
830,12,12
830,431,431
880,431,431
880,12,12
950,12,12
950,12,12
1300,12,12
1300,10,10
1310,10,10
1315,10,10
>
>
