
>v 1 Jul 11 2014, <C1459854>
>a 52880,15408,52672,15488
>a 52912,15456,52736,15472
>a 52848,15488,52624,15440
>a 52880,15440,52656,15360
>a 52912,15408,52624,15472
>a 52928,15440,52624,15456
>a 52832,15408,52640,15392
>a 52976,15568,52592,15440
>a 52944,15392,52656,15472
>a 52864,15360,52608,15424
>a 52848,15424,52720,15440
>a 52848,15312,52640,15456
>a 52880,15472,52592,15472
>a 52784,15280,52656,15472
>a 52896,15360,52528,15440
>a 52912,15440,52672,15536
>a 52848,15344,52624,15424
>a 52880,15424,52624,15472
>a 52896,15440,52608,15344
>a 52896,15440,52656,15424
>a 52784,15392,52576,15456
>a 52912,15536,52688,15408
>a 52848,15456,52656,15408
>a 52896,15504,52656,15472
>a 52864,15392,52592,15424
>a 52912,15504,52592,15456
>a 52912,15440,52592,15440
>a 52848,15408,52624,15456
>a 52816,15376,52656,15440
>a 52848,15312,52640,15440
>a 52880,15440,52624,15392
>a 52832,15520,52656,15440
>a 52848,15408,52672,15440
>a 52784,15424,52624,15488
>a 52864,15440,52640,15424
>a 52880,15424,52656,15472
>a 52896,15424,52640,15456
>a 52944,15376,52736,15456
>a 52848,15408,52624,15392
>a 52880,15424,52752,15472
>a 52848,15408,52624,15440
>a 52864,15456,52656,15472
>a 52864,15440,52640,15472
>a 52848,15408,52656,15440
>a 52880,15424,52656,15472
>a 52848,15424,52528,15472
>a 52896,15392,52656,15472
>a 52848,15360,52720,15488
>a 52896,15440,52656,15552
>a 52976,15424,52624,15456
>a 52912,15536,52704,15520
>a 52880,15392,52592,15424
>a 52864,15440,52656,15472
>a 52848,15424,52640,15632
>a 52848,15392,52624,15440
>a 52784,15376,52592,15472
>a 52864,15392,52704,15456
>a 52880,15408,52576,15440
>a 52880,15344,52576,15392
>a 52784,15408,52608,15440
>a 52912,15440,52624,15472
>a 52848,15376,52624,15440
>a 52848,15392,52656,15520
>a 52944,15424,52656,15456
>a 52832,15392,52592,15472
>a 52912,15456,52624,15424
>a 52896,15408,52720,15472
>a 52880,15408,52592,15472
>a 52832,15344,52624,15440
>a 52880,15408,52528,15520
>a 52816,15424,52640,15456
>a 52848,15408,52608,15488
>a 52912,15440,52688,15440
>a 52896,15440,52656,15424
>p 5,90
>a 52864,15536,52656,15344
>a 52880,15424,52640,15456
>a 52912,15376,52640,15472
>a 52896,15408,52640,15536
>a 52880,15424,52592,15440
>p 5,0
>a 51088,15440,50800,15440
>a 50384,15360,50112,15440
>a 49936,15376,49664,15472
>a 49424,15312,49216,15408
>a 48976,15408,48736,15520
>a 48560,15408,48288,15440
>a 48064,15376,47808,15456
>a 47648,15408,47392,15344
>p 5,90
>a 48800,15392,48816,15456
>a 49056,15408,48784,15392
>a 48992,15392,48784,15456
>a 48944,15440,48816,15440
>a 49136,15408,48752,15408
>a 49136,15408,48816,15456
>a 49072,15360,48912,15440
>a 49088,15408,48880,15440
>a 49136,15424,48912,15328
>a 49136,15344,48816,15392
>a 49184,15424,48944,15520
>a 49200,15392,48944,15456
>a 49200,15456,48944,15376
>a 49232,15408,48976,15376
>a 49248,15424,48992,15424
>a 49264,15392,49008,15312
>a 49232,15376,48960,15408
>a 49264,15376,48944,15472
>a 49264,15408,49008,15424
>a 49280,15392,49008,15456
>a 49264,15408,49056,15456
>a 49280,15424,49040,15392
>a 49296,15328,49040,15520
>a 49312,15280,48976,15440
>a 49376,15408,49104,15456
>a 49424,15408,49184,15392
>a 49296,15360,49104,15440
>a 49328,15344,49136,15408
>a 49376,15408,49200,15408
>a 49408,15456,49104,15440
>a 49392,15392,49136,15424
>a 49376,15312,49120,15520
>a 49392,15408,49248,15408
>a 49424,15504,49280,15392
>a 49488,15376,49200,15392
>a 49584,15408,49104,15408
>a 49456,15376,49216,15440
>a 49440,15392,49152,15456
>a 49456,15328,49216,15424
>a 49456,15504,49232,15344
>a 49472,15376,49232,15376
>a 49504,15376,49248,15520
>a 49488,15392,49296,15408
>a 49632,15424,49296,15456
>a 49536,15392,49264,15392
>a 49520,15392,49200,15472
>a 49536,15264,49328,15536
>a 49488,15376,49248,15424
>a 49600,15376,49280,15424
>a 49680,15408,49248,15424
>a 49520,15504,49328,15424
>a 49616,15376,49344,15376
>a 49616,15344,49408,15440
>a 49616,15456,49328,15520
>a 49520,15408,49376,15376
>a 49600,15392,49328,15408
>a 49600,15376,49360,15440
>a 49584,15360,49328,15504
>a 49584,15392,49360,15456
>a 49632,15392,49376,15392
>a 49472,15392,49360,15424
>a 49600,15376,49424,15456
>a 49664,15488,49408,15392
>a 49648,15392,49408,15408
>a 49696,15312,49376,15424
>a 49584,15360,49440,15424
>a 49712,15424,49456,15408
>a 49584,15344,49408,15296
>a 49648,15408,49408,15472
>a 49696,15408,49408,15440
>a 49648,15360,49408,15424
>a 49696,15472,49456,15536
>a 49632,15376,49456,15456
>a 49536,15408,49440,15440
>a 49648,15392,49456,15440
>a 49664,15520,49440,15440
>a 49776,15472,49456,15408
>a 49712,15408,49504,15424
>a 49696,15360,49472,15440
>a 49712,15392,49472,15424
>a 49712,15392,49504,15456
>a 49728,15392,49440,15520
>a 49744,15376,49456,15376
>a 49616,15408,49440,15440
>a 49712,15376,49504,15328
>a 49712,15472,49504,15456
>a 49792,15344,49552,15408
>a 49696,15344,49520,15408
>a 49808,15392,49552,15440
>a 49712,15408,49520,15424
>a 49808,15424,49504,15424
>a 49712,15312,49568,15392
>a 49744,15408,49536,15344
>a 49712,15504,49504,15328
>a 49872,15312,49520,15408
>a 49760,15312,49536,15456
>a 49792,15504,49568,15456
>a 49776,15408,49440,15408
>a 49776,15392,49536,15344
>a 49680,15392,49552,15440
>a 49712,15312,49488,15424
>a 49840,15456,49504,15344
>a 49664,15472,49520,15520
>a 49744,15392,49488,15424
>a 49760,15568,49552,15392
>a 49776,15392,49536,15424
>a 49776,15472,49552,15392
>a 49776,15392,49584,15408
>a 49776,15392,49552,15424
>a 49776,15360,49472,15408
>a 49776,15392,49552,15504
>a 49744,15392,49504,15520
>
