
>
>e
0,0,6
1,0,8
2,0,8
3,0,8
4,0,9
5,0,9
7,0,9
8,0,9
9,0,11
10,0,12
11,0,12
12,0,16
14,0,17
15,0,20
16,0,20
17,0,22
18,0,24
19,0,27
21,0,27
22,0,30
23,0,33
24,0,37
25,0,37
26,0,40
28,0,46
29,0,51
30,0,51
31,0,55
32,0,61
33,0,66
35,0,66
36,0,71
37,0,77
38,0,84
39,0,84
40,0,91
42,0,98
43,0,107
44,0,107
45,0,114
46,0,123
47,0,134
49,0,134
50,0,144
51,0,154
52,0,165
53,0,165
54,0,176
56,0,186
57,0,200
58,0,200
59,0,212
60,0,225
61,0,240
63,0,240
64,0,255
65,0,269
66,0,288
67,0,288
68,0,302
70,0,320
71,0,339
72,0,339
73,0,357
74,0,375
75,0,396
77,0,396
78,0,416
79,0,436
80,0,457
81,0,457
82,0,480
84,0,505
85,0,527
86,0,527
87,0,550
88,0,578
89,0,606
91,0,606
92,0,630
93,0,659
94,0,685
95,0,685
96,0,718
98,0,748
99,0,782
100,0,782
101,0,811
102,0,849
103,0,880
105,0,880
106,0,914
107,0,947
108,0,990
109,0,990
110,0,1024
112,0,1066
113,0,1108
114,0,1108
115,0,1144
116,0,1185
117,0,1227
119,0,1227
120,0,1278
121,0,1314
122,0,1368
123,0,1368
124,0,1409
126,0,1455
127,0,1503
128,0,1503
129,0,1554
130,0,1606
131,0,1664
133,0,1664
134,0,1714
135,0,1768
136,0,1828
137,0,1828
138,0,1882
140,0,1945
141,0,1999
142,0,1999
143,0,2060
144,0,2117
145,0,2176
147,0,2176
148,0,2251
149,0,2317
150,0,2371
151,0,2371
152,0,2448
154,0,2516
155,0,2587
156,0,2587
157,0,2662
158,0,2728
159,0,2800
161,0,2800
162,0,2882
163,0,2962
164,0,3036
165,0,3036
166,0,3104
168,0,3196
169,0,3281
170,0,3281
171,0,3360
172,0,3445
173,0,3532
175,0,3532
176,0,3612
177,0,3706
178,0,3798
179,0,3798
180,0,3901
182,0,3994
183,0,4088
184,0,4088
185,0,4166
186,0,4284
187,0,4374
189,0,4374
190,0,4497
191,0,4582
192,0,4680
193,0,4680
194,0,4786
196,0,4903
197,0,5009
198,0,5009
199,0,5126
200,0,5244
201,0,5346
